id_nhs,indx,songfunction,score1,score2,score3,culture,hraf_region,hraf_subregion,meanest1,meancilo1,meancihi1,meanpval1,sdest1,sdcilo1,sdcihi1,meanest2,meancilo2,meancihi2,meanpval2,sdest2,sdcilo2,sdcihi2,meanest3,meancilo3,meancihi3,meanpval3,sdest3,sdcilo3,sdcihi3,ncites,ncites_str,npassages
NHS-C001,2111,dance,.73453146,.18198721,-.71163547,Kapauku (4),Oceania,Melanesia,-.21768652,-.75054801,.32808545,.4215,.566877141196804,.371321555901856,.837839357034043,.2014173,-.39459848,.84466928,.53375,.590424543198156,.383673707443671,.834825407307313,-.17166115,-.7381888,.40633243,.54575002,.689272661523336,.400571139570192,.9074665013118119,4,4,13
NHS-C001,2119,dance,.20753744,.35605565,-.78161168,Kapauku (4),Oceania,Melanesia,-.21768652,-.75054801,.32808545,.4215,.566877141196804,.371321555901856,.837839357034043,.2014173,-.39459848,.84466928,.53375,.590424543198156,.383673707443671,.834825407307313,-.17166115,-.7381888,.40633243,.54575002,.689272661523336,.400571139570192,.9074665013118119,4,4,13
NHS-C001,2115,other,-.27383578,.2799224,-.29696825,Kapauku (4),Oceania,Melanesia,-.21768652,-.75054801,.32808545,.4215,.566877141196804,.371321555901856,.837839357034043,.2014173,-.39459848,.84466928,.53375,.590424543198156,.383673707443671,.834825407307313,-.17166115,-.7381888,.40633243,.54575002,.689272661523336,.400571139570192,.9074665013118119,4,4,13
NHS-C001,2118,dance,.51914579,.23047805,.1152107,Kapauku (4),Oceania,Melanesia,-.21768652,-.75054801,.32808545,.4215,.566877141196804,.371321555901856,.837839357034043,.2014173,-.39459848,.84466928,.53375,.590424543198156,.383673707443671,.834825407307313,-.17166115,-.7381888,.40633243,.54575002,.689272661523336,.400571139570192,.9074665013118119,4,4,13
NHS-C001,2109,dance,.29201439,.027729813,-.011001611,Kapauku (4),Oceania,Melanesia,-.21768652,-.75054801,.32808545,.4215,.566877141196804,.371321555901856,.837839357034043,.2014173,-.39459848,.84466928,.53375,.590424543198156,.383673707443671,.834825407307313,-.17166115,-.7381888,.40633243,.54575002,.689272661523336,.400571139570192,.9074665013118119,4,4,13
NHS-C001,2117,dance,-.18045594,.1636744,-.0036713395,Kapauku (4),Oceania,Melanesia,-.21768652,-.75054801,.32808545,.4215,.566877141196804,.371321555901856,.837839357034043,.2014173,-.39459848,.84466928,.53375,.590424543198156,.383673707443671,.834825407307313,-.17166115,-.7381888,.40633243,.54575002,.689272661523336,.400571139570192,.9074665013118119,4,4,13
NHS-C001,2116,other,.10637505,.25048551,.2214987,Kapauku (4),Oceania,Melanesia,-.21768652,-.75054801,.32808545,.4215,.566877141196804,.371321555901856,.837839357034043,.2014173,-.39459848,.84466928,.53375,.590424543198156,.383673707443671,.834825407307313,-.17166115,-.7381888,.40633243,.54575002,.689272661523336,.400571139570192,.9074665013118119,4,4,13
NHS-C001,2120,dance,.27245191,.30782726,-.80079299,Kapauku (4),Oceania,Melanesia,-.21768652,-.75054801,.32808545,.4215,.566877141196804,.371321555901856,.837839357034043,.2014173,-.39459848,.84466928,.53375,.590424543198156,.383673707443671,.834825407307313,-.17166115,-.7381888,.40633243,.54575002,.689272661523336,.400571139570192,.9074665013118119,4,4,13
NHS-C001,2113,other,.23055413,.56024069,-.019425625,Kapauku (4),Oceania,Melanesia,-.21768652,-.75054801,.32808545,.4215,.566877141196804,.371321555901856,.837839357034043,.2014173,-.39459848,.84466928,.53375,.590424543198156,.383673707443671,.834825407307313,-.17166115,-.7381888,.40633243,.54575002,.689272661523336,.400571139570192,.9074665013118119,4,4,13
NHS-C001,2108,dance,.55766791,.19379862,-.1608246,Kapauku (4),Oceania,Melanesia,-.21768652,-.75054801,.32808545,.4215,.566877141196804,.371321555901856,.837839357034043,.2014173,-.39459848,.84466928,.53375,.590424543198156,.383673707443671,.834825407307313,-.17166115,-.7381888,.40633243,.54575002,.689272661523336,.400571139570192,.9074665013118119,4,4,13
NHS-C001,2112,other,.11990354,-.17372008,-.10307216,Kapauku (4),Oceania,Melanesia,-.21768652,-.75054801,.32808545,.4215,.566877141196804,.371321555901856,.837839357034043,.2014173,-.39459848,.84466928,.53375,.590424543198156,.383673707443671,.834825407307313,-.17166115,-.7381888,.40633243,.54575002,.689272661523336,.400571139570192,.9074665013118119,4,4,13
NHS-C001,2114,dance,.25616914,-.23326313,.19058007,Kapauku (4),Oceania,Melanesia,-.21768652,-.75054801,.32808545,.4215,.566877141196804,.371321555901856,.837839357034043,.2014173,-.39459848,.84466928,.53375,.590424543198156,.383673707443671,.834825407307313,-.17166115,-.7381888,.40633243,.54575002,.689272661523336,.400571139570192,.9074665013118119,4,4,13
NHS-C001,2110,love,-.3658168,.081127539,.16743034,Kapauku (4),Oceania,Melanesia,-.21768652,-.75054801,.32808545,.4215,.566877141196804,.371321555901856,.837839357034043,.2014173,-.39459848,.84466928,.53375,.590424543198156,.383673707443671,.834825407307313,-.17166115,-.7381888,.40633243,.54575002,.689272661523336,.400571139570192,.9074665013118119,4,4,13
NHS-C002,1977,dance,.5203976,-.11756294,-.19272754,Iroquois (16),North America,Eastern Woodlands,-.43790251,-.63088608,-.25607899,0,.674284225976362,.577724408251406,.764483376034827,-.20689245,-.42289037,-.0005881848,.0495,.71699465886147,.6213752354433369,.802110704379593,-.065633468,-.26407886,.13336538,.50849998,.705107463923217,.5633007470211699,.871399445860457,16,16,121
NHS-C002,1979,other,.021768514,-.53004903,.11657579,Iroquois (16),North America,Eastern Woodlands,-.43790251,-.63088608,-.25607899,0,.674284225976362,.577724408251406,.764483376034827,-.20689245,-.42289037,-.0005881848,.0495,.71699465886147,.6213752354433369,.802110704379593,-.065633468,-.26407886,.13336538,.50849998,.705107463923217,.5633007470211699,.871399445860457,16,16,121
